Policy_ID,Policyholder_Name,Age,Gender,Policy_Start_Date,Policy_End_Date,Vehicle_Make,Vehicle_Model,Vehicle_Year,Autonomy_Level,VIN,Coverage_Type,Annual_Premium,Deductible,Claim_History,Last_Claim_Date,Claim_Amount,Safety_Score,IoT_Monitoring,Policy_Status,Country
10288,Elizabeth Jackson,59,Male,18-04-2024,18-04-2025,Waymo,RoboTaxi,2022,Level 5,1HGCM82633A818502,Basic,882,620,0,N/A,0,98,Yes,Active,Singapore
10289,Gerald Morgan,31,Female,18-03-2024,18-03-2025,Cruise,Origin,2023,Level 5,1HGCM82633A359748,Comprehensive,1359,500,2,7/3/24 0:00,2991,93,Yes,Active,Singapore
10290,Jennifer Garcia,34,Female,11/2/24,11/2/25,Cruise,Origin,2021,Level 5,1HGCM82633A534818,Collision,821,304,0,N/A,0,79,No,Active,Singapore
10291,Stacy Garcia,68,Male,27-08-2024,27-08-2025,Zoox,Autonomous,2020,Level 3,1HGCM82633A403127,Collision,1295,641,1,5/3/24 0:00,3128,83,Yes,Active,Singapore
10292,David Gallegos,27,Male,6/3/24,6/3/25,Zoox,Autonomous,2021,Level 3,1HGCM82633A790860,Comprehensive,897,556,3,17-02-2024 00:00,2592,95,No,Active,Singapore
10293,Bradley Mack,45,Male,22-03-2024,22-03-2025,Zoox,Autonomous,2023,Level 5,1HGCM82633A463798,Comprehensive,1048,480,3,5/8/24 0:00,2422,83,No,Active,Singapore
10294,Chelsea Bowman,60,Female,4/1/24,4/1/25,Tesla,Model 3,2020,Level 4,1HGCM82633A969345,Basic,1231,574,2,18-07-2024 00:00,2652,83,Yes,Active,Singapore
10295,Mark Hines,42,Male,30-06-2024,30-06-2025,Cruise,Origin,2019,Level 5,1HGCM82633A454223,Collision,1032,635,1,28-06-2024 00:00,3037,86,Yes,Active,Singapore
10296,Alexander Wells,35,Female,30-09-2024,30-09-2025,Waymo,Firefly,2023,Level 5,1HGCM82633A430178,Basic,1217,446,0,N/A,0,83,Yes,Active,Singapore
10297,Catherine Velasquez,26,Male,28-09-2024,28-09-2025,Cruise,Bolt,2022,Level 3,1HGCM82633A958207,Comprehensive,1361,401,0,N/A,0,95,Yes,Active,Singapore
10298,John Ashley,54,Female,20-06-2024,20-06-2025,Nuro,Delivery,2021,Level 4,1HGCM82633A503931,Basic,817,514,2,9/7/24 0:00,2762,90,Yes,Active,Singapore
10299,Mary Ball DDS,68,Female,3/8/24,3/8/25,Nuro,R2,2020,Level 5,1HGCM82633A694316,Comprehensive,1306,511,3,9/1/24 0:00,2662,79,No,Active,Singapore
10300,Michelle Cooper,49,Female,2/1/24,2/1/25,Zoox,Autonomous,2021,Level 3,1HGCM82633A394678,Comprehensive,962,591,0,N/A,0,84,Yes,Active,Singapore
10301,Amy Williams,31,Male,14-05-2024,14-05-2025,Cruise,Bolt,2022,Level 4,1HGCM82633A666347,Comprehensive,1460,515,2,4/6/24 0:00,4205,98,No,Active,Singapore
10302,Lori Reid,56,Female,18-09-2024,18-09-2025,Tesla,Model 3,2023,Level 4,1HGCM82633A726669,Collision,1058,669,2,7/10/24 0:00,3537,94,Yes,Active,Singapore
10303,Julie Wood,56,Male,11/6/24,11/6/25,Rivian,R1S,2022,Level 5,1HGCM82633A925067,Basic,822,512,0,N/A,0,100,No,Active,Singapore
10304,Emily Maldonado,70,Male,8/5/24,8/5/25,Tesla,Model Y,2022,Level 5,1HGCM82633A360952,Collision,1362,541,3,12/3/24 0:00,4276,98,No,Active,Singapore
10305,Kathleen Jones,62,Male,8/2/24,8/2/25,Nuro,R2,2023,Level 4,1HGCM82633A290320,Basic,1115,520,0,N/A,0,82,Yes,Active,Singapore
10306,Victoria Hull,35,Female,18-06-2024,18-06-2025,Zoox,Autonomous,2022,Level 4,1HGCM82633A624674,Collision,958,550,2,25-07-2024 00:00,4012,85,Yes,Active,Singapore
10307,John Huang,27,Female,11/2/24,11/2/25,Nuro,Delivery,2022,Level 5,1HGCM82633A174446,Comprehensive,1409,349,2,13-01-2024 00:00,2531,91,Yes,Active,Singapore
10308,Debra Wolf,34,Male,27-01-2024,27-01-2025,Cruise,Bolt,2019,Level 3,1HGCM82633A043748,Collision,1282,339,0,N/A,0,79,No,Active,Singapore
10309,Jamie Jones,61,Male,16-01-2024,16-01-2025,Nuro,Delivery,2019,Level 4,1HGCM82633A015044,Collision,933,539,2,23-01-2024 00:00,2175,85,Yes,Active,Singapore
10310,Mario Moore,31,Male,18-08-2024,18-08-2025,Cruise,Origin,2023,Level 4,1HGCM82633A271920,Basic,807,636,3,15-10-2024 00:00,3658,87,Yes,Active,Singapore
10311,Rebecca Jones,30,Female,26-01-2024,26-01-2025,Cruise,Origin,2022,Level 5,1HGCM82633A913176,Collision,1185,374,3,1/2/24 0:00,2842,99,No,Active,Singapore
10312,Mitchell Griffin,65,Male,13-07-2024,13-07-2025,Cruise,Bolt,2020,Level 4,1HGCM82633A281256,Collision,1171,449,3,17-07-2024 00:00,3407,82,Yes,Active,Singapore
10313,Mark Mullen,54,Male,10/10/24,10/10/25,Zoox,Autonomous,2020,Level 4,1HGCM82633A831658,Basic,899,574,3,5/5/24 0:00,4986,85,Yes,Active,Singapore
10314,Laura Long,30,Female,29-04-2024,29-04-2025,Waymo,RoboTaxi,2021,Level 5,1HGCM82633A391296,Comprehensive,919,357,3,21-05-2024 00:00,3319,99,No,Active,Singapore
10315,Terri Wagner,44,Female,9/1/24,9/1/25,Tesla,Model X,2021,Level 5,1HGCM82633A002432,Basic,973,585,1,13-03-2024 00:00,3946,82,Yes,Active,Singapore
10316,John Webb,70,Female,18-02-2024,18-02-2025,Zoox,Autonomous,2019,Level 4,1HGCM82633A442025,Comprehensive,891,500,3,17-10-2024 00:00,3985,96,Yes,Active,Singapore
10317,William Davis,70,Male,11/7/24,11/7/25,Tesla,Model S,2020,Level 5,1HGCM82633A245319,Basic,1213,611,0,N/A,0,84,Yes,Active,Singapore
10318,Dana Lloyd,61,Male,25-10-2024,25-10-2025,Waymo,Firefly,2021,Level 4,1HGCM82633A146850,Basic,1343,531,2,4/9/24 0:00,3383,95,Yes,Active,Singapore
10319,James Burch,66,Female,12/6/24,12/6/25,Cruise,Bolt,2020,Level 5,1HGCM82633A842404,Basic,1016,626,2,7/10/24 0:00,4767,98,No,Active,Singapore
10320,George Butler,67,Male,20-09-2024,20-09-2025,Cruise,Origin,2021,Level 4,1HGCM82633A432458,Basic,943,478,1,3/9/24 0:00,4045,82,Yes,Active,Singapore
10321,Jonathan Savage,29,Male,24-08-2024,24-08-2025,Rivian,R1S,2019,Level 4,1HGCM82633A916404,Basic,923,465,1,3/1/24 0:00,2816,82,No,Active,Singapore
10322,Lawrence Rivera,67,Female,6/6/24,6/6/25,Cruise,Origin,2023,Level 5,1HGCM82633A398308,Collision,1103,309,1,19-10-2024 00:00,3112,81,Yes,Active,Singapore
10323,Chelsey Liu,44,Female,12/9/24,12/9/25,Waymo,Jaguar I-Pace,2019,Level 4,1HGCM82633A799555,Comprehensive,1341,587,3,15-02-2024 00:00,3719,85,No,Active,Singapore
10324,Alice Cox,39,Female,5/7/24,5/7/25,Rivian,R1T,2023,Level 5,1HGCM82633A369039,Comprehensive,826,678,3,17-10-2024 00:00,2572,75,Yes,Active,Singapore
10325,Peter Martin DDS,60,Male,28-05-2024,28-05-2025,Waymo,Jaguar I-Pace,2019,Level 4,1HGCM82633A734129,Collision,1483,399,0,N/A,0,96,Yes,Active,Singapore
10326,Thomas Curry,39,Male,8/2/24,8/2/25,Cruise,Origin,2023,Level 5,1HGCM82633A242648,Comprehensive,1176,514,1,7/9/24 0:00,3606,98,Yes,Active,Singapore
10327,Joshua Coleman,63,Male,29-06-2024,29-06-2025,Nuro,R2,2022,Level 5,1HGCM82633A149544,Basic,1224,378,1,7/10/24 0:00,2259,93,Yes,Active,Singapore
10328,Lawrence Johnson,45,Female,7/9/24,7/9/25,Cruise,Origin,2021,Level 5,1HGCM82633A883646,Collision,1302,468,2,7/10/24 0:00,4115,84,No,Active,Singapore
10329,Alex Peters,59,Female,18-04-2024,18-04-2025,Rivian,R1S,2022,Level 4,1HGCM82633A007685,Comprehensive,814,409,3,1/8/24 0:00,3223,87,No,Active,Singapore
10330,Jeremy Manning,68,Male,30-09-2024,30-09-2025,Waymo,RoboTaxi,2020,Level 3,1HGCM82633A792909,Comprehensive,997,339,2,18-05-2024 00:00,4058,91,Yes,Active,Singapore
10331,Jeffrey Robinson,62,Male,5/3/24,5/3/25,Zoox,Autonomous,2019,Level 4,1HGCM82633A972757,Basic,1244,394,0,N/A,0,76,Yes,Active,Singapore
10332,Vickie Burns,69,Male,8/4/24,8/4/25,Zoox,Autonomous,2023,Level 3,1HGCM82633A758305,Basic,1376,407,2,17-07-2024 00:00,3499,78,Yes,Active,Singapore
10333,Robert Santos,49,Female,19-08-2024,19-08-2025,Waymo,RoboTaxi,2023,Level 5,1HGCM82633A142822,Basic,1421,414,3,25-01-2024 00:00,4470,84,Yes,Active,Singapore
10334,Cheyenne Johnson,33,Female,1/7/24,1/7/25,Tesla,Model X,2020,Level 3,1HGCM82633A198027,Comprehensive,1072,441,2,6/8/24 0:00,2692,89,No,Active,Singapore
10335,David Turner,59,Male,20-02-2024,20-02-2025,Tesla,Model Y,2019,Level 3,1HGCM82633A750511,Basic,1151,522,1,30-08-2024 00:00,3355,88,Yes,Active,Singapore
10336,Elizabeth Parker,46,Male,13-08-2024,13-08-2025,Rivian,R1S,2021,Level 3,1HGCM82633A520766,Collision,860,476,2,2/9/24 0:00,2692,77,No,Active,Singapore
10337,Jason Adams,54,Male,7/7/24,7/7/25,Nuro,R2,2020,Level 5,1HGCM82633A676263,Comprehensive,1380,472,3,22-10-2024 00:00,4839,77,No,Active,Singapore
10338,Ray Adams,42,Female,23-02-2024,23-02-2025,Cruise,Bolt,2022,Level 3,1HGCM82633A755475,Collision,913,367,2,5/4/24 0:00,3349,84,Yes,Active,Singapore
10339,William Bush,56,Female,26-03-2024,26-03-2025,Tesla,Cybertruck,2021,Level 3,1HGCM82633A721899,Collision,827,452,1,21-06-2024 00:00,4365,100,Yes,Active,Singapore
10340,Carrie Guerrero,30,Female,4/3/24,4/3/25,Nuro,Delivery,2023,Level 5,1HGCM82633A451165,Basic,1230,473,1,21-10-2024 00:00,4833,92,No,Active,Singapore
10341,Gary Gill,62,Male,1/1/24,1/1/25,Tesla,Model S,2020,Level 3,1HGCM82633A342282,Basic,1289,667,1,3/7/24 0:00,2113,100,No,Active,Singapore
10342,Angela Mills,46,Female,10/4/24,10/4/25,Cruise,Origin,2022,Level 5,1HGCM82633A106167,Comprehensive,839,459,3,7/7/24 0:00,3775,82,No,Active,Singapore
10343,Michelle Brown,25,Female,13-02-2024,13-02-2025,Zoox,Autonomous,2020,Level 5,1HGCM82633A216914,Collision,1100,383,1,1/2/24 0:00,4975,97,No,Active,Singapore
10344,Ariana Castaneda,37,Male,27-04-2024,27-04-2025,Cruise,Origin,2020,Level 4,1HGCM82633A628745,Collision,1437,385,3,31-08-2024 00:00,2113,96,Yes,Active,Singapore
10345,Robert Green,36,Female,9/3/24,9/3/25,Rivian,R1T,2019,Level 5,1HGCM82633A213857,Comprehensive,1055,574,0,N/A,0,81,No,Active,Singapore
10346,Mary Davis,53,Male,19-07-2024,19-07-2025,Waymo,Jaguar I-Pace,2023,Level 5,1HGCM82633A647025,Comprehensive,849,524,2,9/3/24 0:00,2875,92,Yes,Active,Singapore
10347,Dr. Austin Moon MD,56,Male,8/2/24,8/2/25,Tesla,Model S,2023,Level 3,1HGCM82633A531523,Basic,1304,686,1,1/4/24 0:00,4133,84,Yes,Active,Singapore
10348,Emily Crawford,34,Female,13-05-2024,13-05-2025,Nuro,R2,2023,Level 4,1HGCM82633A978440,Comprehensive,1117,579,1,29-08-2024 00:00,4378,84,Yes,Active,Singapore
10349,Sydney Nelson,61,Female,13-07-2024,13-07-2025,Cruise,Bolt,2021,Level 4,1HGCM82633A814721,Collision,902,453,1,19-01-2024 00:00,3442,76,Yes,Active,Singapore
10350,William Hoffman,66,Female,6/8/24,6/8/25,Tesla,Model Y,2020,Level 4,1HGCM82633A866595,Comprehensive,1276,450,0,N/A,0,80,No,Active,Singapore
10351,Gary Snyder,59,Male,20-07-2024,20-07-2025,Zoox,Autonomous,2019,Level 3,1HGCM82633A072018,Basic,1202,496,1,8/1/24 0:00,2900,95,Yes,Active,Singapore
10352,Pamela Rodriguez,26,Male,4/5/24,4/5/25,Rivian,R1S,2021,Level 3,1HGCM82633A431032,Collision,826,643,2,19-05-2024 00:00,4580,88,Yes,Active,Singapore
10353,Victoria Lynn,57,Female,28-08-2024,28-08-2025,Nuro,R2,2019,Level 4,1HGCM82633A563609,Collision,1325,622,0,N/A,0,81,No,Active,Singapore
10354,Laura Blackwell,54,Male,13-10-2024,13-10-2025,Nuro,R2,2020,Level 3,1HGCM82633A062319,Basic,922,450,2,4/9/24 0:00,3351,98,No,Active,Singapore
10355,Thomas French,34,Male,18-10-2024,18-10-2025,Nuro,Delivery,2021,Level 3,1HGCM82633A447586,Collision,913,687,3,9/7/24 0:00,2664,100,No,Active,Singapore
10356,Derek Berg,39,Female,21-06-2024,21-06-2025,Rivian,R1T,2023,Level 5,1HGCM82633A856564,Collision,1437,652,2,27-09-2024 00:00,2188,95,Yes,Active,Singapore
10357,Ryan Reeves,38,Female,19-10-2024,19-10-2025,Rivian,R1T,2023,Level 5,1HGCM82633A466227,Basic,1353,356,1,14-03-2024 00:00,2676,84,Yes,Active,Singapore
10358,Carolyn Everett,45,Male,15-03-2024,15-03-2025,Waymo,Firefly,2023,Level 5,1HGCM82633A148829,Basic,1359,513,2,12/3/24 0:00,2054,99,No,Active,Singapore
10359,Barbara Giles,33,Male,17-06-2024,17-06-2025,Nuro,R2,2022,Level 5,1HGCM82633A210801,Comprehensive,1076,699,3,16-10-2024 00:00,2245,99,Yes,Active,Singapore
10360,Sonya Garza,62,Female,27-02-2024,27-02-2025,Waymo,RoboTaxi,2019,Level 5,1HGCM82633A935511,Collision,1303,490,2,26-05-2024 00:00,2238,83,Yes,Active,Singapore
10361,George Macdonald II,47,Female,27-03-2024,27-03-2025,Waymo,RoboTaxi,2020,Level 3,1HGCM82633A997941,Basic,992,650,3,24-02-2024 00:00,2498,92,No,Active,Singapore
10362,Willie Curry,67,Male,14-03-2024,14-03-2025,Cruise,Origin,2019,Level 5,1HGCM82633A224452,Comprehensive,844,573,3,22-06-2024 00:00,4805,78,No,Active,Singapore
10363,Mrs. Ariel Davis,70,Male,5/1/24,5/1/25,Nuro,Delivery,2019,Level 3,1HGCM82633A035635,Comprehensive,1232,645,2,15-06-2024 00:00,2735,79,Yes,Active,Singapore
10364,Erin Olson,43,Female,10/7/24,10/7/25,Waymo,RoboTaxi,2021,Level 3,1HGCM82633A436055,Comprehensive,1394,653,1,6/3/24 0:00,2318,90,Yes,Active,Singapore
10365,Kristina Acevedo,47,Female,3/1/24,3/1/25,Cruise,Origin,2019,Level 3,1HGCM82633A922895,Collision,1442,479,1,21-09-2024 00:00,2256,99,No,Active,Singapore
10366,Sarah Steele,50,Female,31-05-2024,31-05-2025,Cruise,Origin,2022,Level 3,1HGCM82633A474060,Collision,846,510,0,N/A,0,89,Yes,Active,Singapore
10367,Joy Rodriguez,29,Male,26-04-2024,26-04-2025,Rivian,R1T,2021,Level 5,1HGCM82633A549277,Basic,1235,620,2,3/1/24 0:00,4216,75,Yes,Active,Singapore
10368,Susan Gutierrez,50,Female,11/1/24,11/1/25,Nuro,Delivery,2020,Level 3,1HGCM82633A429216,Basic,1469,633,0,N/A,0,78,Yes,Active,Singapore
10369,Kayla Chavez,43,Female,26-07-2024,26-07-2025,Rivian,R1T,2022,Level 3,1HGCM82633A265285,Comprehensive,1413,395,2,17-08-2024 00:00,2742,99,Yes,Active,Singapore
10370,Bradley Allen,46,Male,19-03-2024,19-03-2025,Tesla,Cybertruck,2021,Level 5,1HGCM82633A730654,Basic,904,676,0,N/A,0,98,No,Active,Singapore
10371,David Kerr,58,Female,18-10-2024,18-10-2025,Cruise,Origin,2023,Level 3,1HGCM82633A047637,Basic,842,624,3,6/1/24 0:00,3060,91,No,Active,Singapore
10372,Linda Foster,39,Female,4/10/24,4/10/25,Cruise,Bolt,2022,Level 3,1HGCM82633A539542,Basic,1487,349,3,9/3/24 0:00,4903,83,No,Active,Singapore
10373,Diana Lamb,41,Female,16-02-2024,16-02-2025,Tesla,Model 3,2021,Level 5,1HGCM82633A562449,Basic,1161,674,2,6/3/24 0:00,3468,97,No,Active,Singapore
10374,Alyssa Farley,37,Male,31-01-2024,31-01-2025,Rivian,R1S,2022,Level 5,1HGCM82633A266119,Basic,1358,360,2,7/4/24 0:00,2099,88,Yes,Active,Singapore
10375,Cindy Newton,30,Male,4/8/24,4/8/25,Tesla,Cybertruck,2021,Level 3,1HGCM82633A912299,Comprehensive,1170,424,0,N/A,0,99,Yes,Active,Singapore
10376,Shelly Kim,67,Female,11/4/24,11/4/25,Cruise,Origin,2019,Level 3,1HGCM82633A380710,Collision,1081,623,3,8/9/24 0:00,2875,80,No,Active,Singapore
10377,Cole Vasquez,25,Male,12/9/24,12/9/25,Tesla,Model X,2023,Level 5,1HGCM82633A384991,Basic,894,489,0,N/A,0,96,Yes,Active,Singapore
10378,Ryan Aguirre,39,Female,1/1/24,1/1/25,Cruise,Origin,2023,Level 4,1HGCM82633A954839,Comprehensive,1470,574,2,27-04-2024 00:00,4680,99,No,Active,Singapore
10379,Jason Jones,64,Male,18-04-2024,18-04-2025,Waymo,Jaguar I-Pace,2020,Level 3,1HGCM82633A514925,Basic,943,354,0,N/A,0,94,Yes,Active,Singapore
10380,Adrian May,62,Female,4/6/24,4/6/25,Rivian,R1S,2022,Level 3,1HGCM82633A063697,Comprehensive,1431,690,2,24-04-2024 00:00,4880,91,Yes,Active,Singapore
10381,Casey Berry,33,Female,27-07-2024,27-07-2025,Nuro,Delivery,2022,Level 5,1HGCM82633A100126,Comprehensive,851,534,1,29-05-2024 00:00,3608,83,No,Active,Singapore
10382,Morgan Curtis,32,Female,11/2/24,11/2/25,Nuro,Delivery,2023,Level 4,1HGCM82633A006642,Collision,1257,352,2,27-05-2024 00:00,3321,97,Yes,Active,Singapore
10383,Fernando Fisher,70,Female,19-03-2024,19-03-2025,Cruise,Bolt,2019,Level 5,1HGCM82633A859306,Collision,1402,353,1,10/7/24 0:00,4338,96,Yes,Active,Singapore
10384,Lorraine Monroe,26,Male,18-03-2024,18-03-2025,Cruise,Origin,2019,Level 5,1HGCM82633A572933,Comprehensive,820,555,1,14-01-2024 00:00,3123,91,No,Active,Singapore
10385,Edward Morris,41,Male,11/10/24,11/10/25,Zoox,Autonomous,2023,Level 4,1HGCM82633A422964,Collision,1114,469,0,N/A,0,99,No,Active,Singapore
10386,James Aguirre,31,Female,20-10-2024,20-10-2025,Zoox,Autonomous,2020,Level 4,1HGCM82633A972636,Collision,1068,478,2,22-10-2024 00:00,4558,96,Yes,Active,Singapore
10387,Justin Ramos,70,Male,29-08-2024,29-08-2025,Nuro,Delivery,2022,Level 4,1HGCM82633A509833,Collision,896,342,1,18-07-2024 00:00,4264,76,No,Active,Singapore
10388,Danny Daniel,48,Female,28-07-2024,28-07-2025,Cruise,Bolt,2022,Level 5,1HGCM82633A122405,Collision,978,445,3,14-02-2024 00:00,2181,92,No,Active,Singapore
10389,Victor Forbes,45,Female,28-08-2024,28-08-2025,Nuro,Delivery,2019,Level 4,1HGCM82633A286405,Basic,1259,618,1,23-02-2024 00:00,3470,94,No,Active,Singapore
10390,Daniel Wallace,69,Female,26-08-2024,26-08-2025,Rivian,R1T,2022,Level 3,1HGCM82633A460394,Basic,1155,419,0,N/A,0,95,Yes,Active,Singapore
10391,Maxwell Benson,49,Female,14-04-2024,14-04-2025,Rivian,R1T,2021,Level 3,1HGCM82633A754041,Comprehensive,812,535,2,19-05-2024 00:00,2869,97,Yes,Active,Singapore
10392,Thomas Hall,54,Male,18-03-2024,18-03-2025,Zoox,Autonomous,2023,Level 3,1HGCM82633A361842,Collision,907,370,0,N/A,0,75,No,Active,Singapore
10393,Hannah Myers,52,Female,26-07-2024,26-07-2025,Tesla,Model 3,2022,Level 5,1HGCM82633A086143,Collision,1071,471,1,17-07-2024 00:00,2193,98,Yes,Active,Singapore
10394,Brady Donaldson,53,Male,13-07-2024,13-07-2025,Zoox,Autonomous,2021,Level 3,1HGCM82633A685221,Comprehensive,1007,666,0,N/A,0,92,Yes,Active,Singapore
10395,Ryan Stevenson,26,Female,24-04-2024,24-04-2025,Waymo,Firefly,2020,Level 5,1HGCM82633A274389,Collision,1353,552,3,24-09-2024 00:00,2736,89,No,Active,Singapore
10396,John Lee,36,Male,14-06-2024,14-06-2025,Cruise,Origin,2021,Level 5,1HGCM82633A451275,Collision,1034,500,0,N/A,0,76,Yes,Active,Singapore
10397,Amy Cannon,33,Female,4/6/24,4/6/25,Nuro,R2,2019,Level 3,1HGCM82633A759472,Comprehensive,966,596,1,20-04-2024 00:00,2321,79,Yes,Active,Singapore
10398,Michael Jones,60,Male,18-08-2024,18-08-2025,Rivian,R1S,2019,Level 4,1HGCM82633A211634,Collision,1152,698,0,N/A,0,82,Yes,Active,Singapore
10399,Jessica Sims,48,Female,14-08-2024,14-08-2025,Cruise,Bolt,2023,Level 5,1HGCM82633A480906,Comprehensive,1179,487,0,N/A,0,88,Yes,Active,Singapore
10400,Mrs. Holly Eaton,48,Female,5/4/24,5/4/25,Waymo,Jaguar I-Pace,2023,Level 3,1HGCM82633A211892,Comprehensive,938,558,0,N/A,0,85,Yes,Active,Singapore
10401,John Sanchez,64,Male,27-02-2024,27-02-2025,Cruise,Origin,2022,Level 4,1HGCM82633A992520,Collision,989,502,3,10/5/24 0:00,3476,78,No,Active,Singapore
10402,Jose Obrien,34,Female,6/4/24,6/4/25,Waymo,RoboTaxi,2022,Level 3,1HGCM82633A181789,Collision,1182,437,2,28-09-2024 00:00,2608,88,Yes,Active,Singapore
10403,Katherine Rogers,37,Male,27-08-2024,27-08-2025,Nuro,Delivery,2023,Level 4,1HGCM82633A130648,Comprehensive,1400,660,1,2/10/24 0:00,2006,86,Yes,Active,Singapore
10404,William Strong,26,Female,11/4/24,11/4/25,Rivian,R1T,2019,Level 4,1HGCM82633A172017,Collision,1439,653,1,2/10/24 0:00,3764,75,Yes,Active,Singapore
10405,Phillip King,50,Female,7/1/24,7/1/25,Rivian,R1S,2022,Level 4,1HGCM82633A553555,Basic,1117,390,1,5/10/24 0:00,3312,78,No,Active,Singapore
10406,Alan Hanna,35,Female,13-08-2024,13-08-2025,Waymo,Firefly,2020,Level 4,1HGCM82633A846908,Basic,1268,694,2,16-02-2024 00:00,3965,86,Yes,Active,Singapore
10407,Jeffrey Davis,44,Male,18-02-2024,18-02-2025,Rivian,R1T,2021,Level 3,1HGCM82633A084353,Collision,815,446,3,7/8/24 0:00,2928,75,Yes,Active,Singapore
10408,Daniel Hamilton,63,Female,7/9/24,7/9/25,Waymo,RoboTaxi,2023,Level 5,1HGCM82633A401746,Basic,928,499,3,24-03-2024 00:00,3479,96,No,Active,Singapore
10409,Thomas Smith,64,Male,2/1/24,2/1/25,Tesla,Cybertruck,2022,Level 5,1HGCM82633A290150,Collision,1153,458,1,16-09-2024 00:00,3188,90,No,Active,Singapore
10410,Darrell Scott,50,Male,7/8/24,7/8/25,Rivian,R1T,2020,Level 4,1HGCM82633A585798,Collision,838,677,3,20-01-2024 00:00,2829,91,No,Active,Singapore
10411,Patrick Mccarty,69,Female,8/2/24,8/2/25,Tesla,Model 3,2021,Level 3,1HGCM82633A210981,Basic,1014,457,1,17-08-2024 00:00,2671,86,Yes,Active,Singapore
10412,Regina Hamilton,61,Male,9/9/24,9/9/25,Tesla,Model S,2020,Level 4,1HGCM82633A760985,Comprehensive,1093,445,1,30-09-2024 00:00,2250,83,No,Active,Singapore
10413,Beth Evans,31,Female,24-04-2024,24-04-2025,Cruise,Origin,2023,Level 5,1HGCM82633A698079,Comprehensive,1440,433,0,N/A,0,92,Yes,Active,Singapore
10414,Tammy Baker,26,Female,14-09-2024,14-09-2025,Zoox,Autonomous,2023,Level 4,1HGCM82633A415948,Collision,1485,600,1,13-04-2024 00:00,2488,88,No,Active,Singapore
10415,Brian Matthews,67,Male,30-04-2024,30-04-2025,Nuro,Delivery,2023,Level 4,1HGCM82633A516501,Comprehensive,953,320,0,N/A,0,79,No,Active,Singapore
10416,Whitney Murphy,48,Male,16-08-2024,16-08-2025,Cruise,Origin,2023,Level 5,1HGCM82633A183900,Comprehensive,1208,576,0,N/A,0,78,Yes,Active,Singapore
10417,Paul Rodriguez,38,Female,15-09-2024,15-09-2025,Zoox,Autonomous,2020,Level 3,1HGCM82633A073484,Basic,833,626,2,12/4/24 0:00,2851,88,Yes,Active,Singapore
10418,Patrick Morrison,51,Male,4/7/24,4/7/25,Cruise,Bolt,2019,Level 5,1HGCM82633A450999,Basic,1079,420,1,24-04-2024 00:00,2882,87,No,Active,Singapore
10419,Michael Hernandez,37,Male,26-06-2024,26-06-2025,Tesla,Cybertruck,2021,Level 4,1HGCM82633A454932,Comprehensive,1020,560,0,N/A,0,100,No,Active,Singapore
10420,Jordan Green,65,Female,6/2/24,6/2/25,Cruise,Bolt,2022,Level 5,1HGCM82633A128045,Basic,1379,326,0,N/A,0,83,No,Active,Singapore
10421,Evelyn Brown,66,Male,17-09-2024,17-09-2025,Tesla,Model S,2021,Level 4,1HGCM82633A524708,Basic,1436,444,0,N/A,0,82,No,Active,Singapore
10422,Emma Nelson,61,Male,28-08-2024,28-08-2025,Tesla,Model Y,2022,Level 3,1HGCM82633A515079,Collision,1030,366,1,8/3/24 0:00,2564,76,Yes,Active,Singapore
10423,Luis Neal,54,Female,9/7/24,9/7/25,Nuro,R2,2022,Level 3,1HGCM82633A072353,Basic,1438,349,2,14-02-2024 00:00,2715,97,No,Active,Singapore
10424,Amber Wallace,31,Female,27-05-2024,27-05-2025,Rivian,R1T,2022,Level 4,1HGCM82633A905007,Collision,995,531,1,7/4/24 0:00,4468,81,No,Active,Singapore
10425,Christopher Garcia,47,Female,25-10-2024,25-10-2025,Cruise,Origin,2020,Level 3,1HGCM82633A680412,Comprehensive,1410,577,3,23-01-2024 00:00,2450,100,Yes,Active,Singapore
10426,Jay Guerrero,63,Female,13-08-2024,13-08-2025,Zoox,Autonomous,2019,Level 4,1HGCM82633A415795,Collision,1016,502,1,13-04-2024 00:00,3185,93,No,Active,Singapore
10427,Anthony Meyer,26,Female,20-06-2024,20-06-2025,Tesla,Model Y,2019,Level 5,1HGCM82633A806508,Comprehensive,1361,311,0,N/A,0,76,No,Active,Singapore
10428,Christina Stevenson,64,Female,6/8/24,6/8/25,Rivian,R1S,2019,Level 5,1HGCM82633A308523,Collision,908,515,2,10/8/24 0:00,2178,100,No,Active,Singapore
10429,Johnny White III,27,Male,15-01-2024,15-01-2025,Cruise,Bolt,2023,Level 5,1HGCM82633A545436,Comprehensive,814,622,0,N/A,0,93,Yes,Active,Singapore
10430,Scott Miranda,38,Female,8/2/24,8/2/25,Cruise,Bolt,2019,Level 3,1HGCM82633A295920,Basic,959,583,1,17-01-2024 00:00,2947,90,No,Active,Singapore
10431,Taylor Shah,50,Male,1/3/24,1/3/25,Tesla,Cybertruck,2023,Level 4,1HGCM82633A122826,Basic,1033,366,3,31-05-2024 00:00,4830,96,No,Active,Singapore
10432,Dwayne Osborne,29,Male,23-10-2024,23-10-2025,Waymo,Jaguar I-Pace,2020,Level 4,1HGCM82633A039055,Comprehensive,1302,515,2,12/5/24 0:00,4492,100,Yes,Active,Singapore
